2.239581942073127152e+02,3.906306306310000309e+01,0.000000000000000000e+00
2.250258887400403580e+02,3.963963963959999859e+01,0.000000000000000000e+00
2.255884826097563121e+02,3.992792792790000078e+01,0.000000000000000000e+00
2.248991608202527459e+02,4.097297297299999741e+01,0.000000000000000000e+00
2.200461259799375853e+02,4.353153153150000065e+01,0.000000000000000000e+00
2.256534967915963534e+02,4.400000000000000000e+01,0.000000000000000000e+00
2.227322024811452650e+02,4.331531531529999768e+01,0.000000000000000000e+00
2.255708844097586336e+02,4.129729729729999832e+01,0.000000000000000000e+00
2.255412140447246259e+02,3.938738738739999690e+01,0.000000000000000000e+00
2.201948187972870130e+02,3.888288288289999883e+01,0.000000000000000000e+00
2.200054116664990147e+02,3.855855855859999792e+01,0.000000000000000000e+00
2.213549354828861624e+02,3.848648648649999870e+01,0.000000000000000000e+00
2.217902632063496924e+02,3.837837837840000077e+01,0.000000000000000000e+00
2.196757462231550448e+02,3.823423423420000233e+01,0.000000000000000000e+00
2.189780645967583155e+02,3.816216216219999779e+01,0.000000000000000000e+00
2.178009123989708087e+02,3.805405405409999986e+01,1.000000000000000000e+00
2.159603812181094611e+02,3.798198198200000064e+01,1.000000000000000000e+00
2.177554907813193381e+02,3.787387387390000271e+01,1.000000000000000000e+00
2.194779834337489319e+02,3.769369369369999845e+01,1.000000000000000000e+00
2.214654979828386843e+02,3.762162162159999923e+01,1.000000000000000000e+00
2.206959572398948808e+02,3.751351351350000130e+01,1.000000000000000000e+00
2.198492462641754059e+02,3.733333333329999704e+01,1.000000000000000000e+00
2.197640325536861212e+02,3.718918918920000038e+01,1.000000000000000000e+00
2.169865753812172784e+02,3.718918918920000038e+01,1.000000000000000000e+00
2.182348388586380281e+02,3.715315315320000167e+01,0.000000000000000000e+00
2.174997367757818267e+02,3.704504504500000195e+01,1.000000000000000000e+00
2.156064789533043040e+02,3.693693693689999691e+01,1.000000000000000000e+00
2.109960770376689538e+02,3.690090090089999819e+01,1.000000000000000000e+00
2.176872845622364423e+02,3.693693693689999691e+01,1.000000000000000000e+00
2.139419748763623659e+02,3.682882882879999897e+01,1.000000000000000000e+00
2.109301965260225131e+02,3.679279279280000026e+01,1.000000000000000000e+00
2.152547623181841345e+02,3.675675675680000154e+01,1.000000000000000000e+00
2.139640994975177080e+02,3.679279279280000026e+01,1.000000000000000000e+00
2.122139109766181093e+02,3.693693693689999691e+01,0.000000000000000000e+00
2.134440174229989964e+02,3.693693693689999691e+01,0.000000000000000000e+00
2.163113181691666682e+02,3.697297297299999741e+01,0.000000000000000000e+00
2.126278365745912708e+02,3.700900900900000323e+01,0.000000000000000000e+00
2.112014371301052051e+02,3.722522522519999910e+01,0.000000000000000000e+00
2.105577135657048586e+02,3.762162162159999923e+01,0.000000000000000000e+00
2.109351374629578402e+02,3.809009009009999858e+01,0.000000000000000000e+00
2.106333599508564873e+02,3.855855855859999792e+01,0.000000000000000000e+00
2.100555490298682457e+02,3.866666666670000296e+01,0.000000000000000000e+00
2.084828429438278192e+02,3.920720720719999974e+01,0.000000000000000000e+00
2.110773820215996466e+02,4.021621621620000298e+01,0.000000000000000000e+00
2.083664626588657995e+02,4.176576576579999767e+01,0.000000000000000000e+00
2.090831537496554517e+02,4.147747747750000258e+01,0.000000000000000000e+00
2.115407451456567571e+02,4.158558558560000051e+01,0.000000000000000000e+00
2.075422206205502107e+02,4.133333333329999704e+01,0.000000000000000000e+00
2.059107514470532578e+02,4.129729729729999832e+01,0.000000000000000000e+00
2.044088581801581199e+02,4.133333333329999704e+01,0.000000000000000000e+00
2.042463859837088762e+02,4.064864864860000182e+01,0.000000000000000000e+00
2.030002950465838012e+02,4.036036036040000141e+01,0.000000000000000000e+00
2.056449007561735698e+02,3.971171171169999781e+01,0.000000000000000000e+00
2.046342244100696064e+02,3.931531531529999768e+01,0.000000000000000000e+00
2.057416236875722007e+02,3.906306306310000309e+01,0.000000000000000000e+00
2.085968995585797074e+02,3.891891891889999755e+01,0.000000000000000000e+00
2.061490635548213106e+02,3.888288288289999883e+01,0.000000000000000000e+00
2.017715300518096058e+02,3.873873873870000040e+01,0.000000000000000000e+00
2.079676289903150348e+02,3.863063063060000246e+01,0.000000000000000000e+00
2.062266669672556247e+02,3.845045045049999999e+01,0.000000000000000000e+00
2.015610985579361625e+02,3.837837837840000077e+01,0.000000000000000000e+00
2.034958114015830972e+02,3.834234234230000027e+01,0.000000000000000000e+00
1.983495726487741422e+02,3.841441441439999949e+01,0.000000000000000000e+00
1.997001801120491109e+02,3.841441441439999949e+01,1.000000000000000000e+00
2.027237119111516108e+02,3.819819819819999651e+01,1.000000000000000000e+00
2.017997833330182686e+02,3.798198198200000064e+01,1.000000000000000000e+00
2.041467431271319697e+02,3.783783783780000221e+01,0.000000000000000000e+00
1.993842960287067001e+02,3.772972972969999716e+01,1.000000000000000000e+00
1.995280522123849209e+02,3.762162162159999923e+01,1.000000000000000000e+00
1.979265942494290869e+02,3.744144144140000208e+01,1.000000000000000000e+00
1.948159219130981512e+02,3.736936936939999754e+01,1.000000000000000000e+00
2.011955489382298765e+02,3.726126126129999960e+01,1.000000000000000000e+00
1.994240790050577345e+02,3.711711711710000117e+01,1.000000000000000000e+00
1.999672908704719418e+02,3.700900900900000323e+01,1.000000000000000000e+00
1.980818596146736752e+02,3.693693693689999691e+01,1.000000000000000000e+00
1.947787757795227321e+02,3.682882882879999897e+01,0.000000000000000000e+00
1.990363042021101307e+02,3.668468468470000232e+01,1.000000000000000000e+00
1.975793581938266072e+02,3.661261261260000310e+01,0.000000000000000000e+00
1.965081041358552341e+02,3.661261261260000310e+01,1.000000000000000000e+00
1.957241306182048106e+02,3.661261261260000310e+01,1.000000000000000000e+00
1.941373708488208081e+02,3.661261261260000310e+01,1.000000000000000000e+00
1.939303364599902864e+02,3.664864864860000182e+01,0.000000000000000000e+00
1.917851194999637983e+02,3.657657657659999728e+01,0.000000000000000000e+00
1.953256039658709255e+02,3.679279279280000026e+01,0.000000000000000000e+00
1.933292393378715417e+02,3.718918918920000038e+01,0.000000000000000000e+00
1.964632189067015986e+02,3.780180180180000349e+01,0.000000000000000000e+00
1.986523717057973499e+02,3.787387387390000271e+01,0.000000000000000000e+00
1.945911930230489872e+02,3.809009009009999858e+01,0.000000000000000000e+00
1.926440916030958874e+02,3.834234234230000027e+01,0.000000000000000000e+00
