4.345933303204257214e+01,1.212500718060665434e+02
3.994582265475674632e+01,1.189090804546119955e+02
4.566072671617722278e+01,1.188847188632243643e+02
4.929310543659638455e+01,1.147821372268976603e+02
4.748173268759329346e+01,1.105623057482154081e+02
4.926658157842181396e+01,1.053928804729079189e+02
5.598230102629533889e+01,1.025657330755790042e+02
5.480671540207883652e+01,9.818380976580705521e+01
5.671468851121017707e+01,9.518594794562838501e+01
5.857573437691608120e+01,9.195131160781851065e+01
5.916804750737545504e+01,8.800781592336149117e+01
5.995930169807332533e+01,8.529776029575421603e+01
6.451413341430486525e+01,8.111421153434653775e+01
6.018464509480277513e+01,7.662008324885485422e+01
5.752008137631061402e+01,7.689064411954849732e+01
6.055997101418289930e+01,7.413325516510030866e+01
5.677992791347043777e+01,7.141895160458423675e+01
5.722483645159002208e+01,7.020478000822059528e+01
5.390842659780419410e+01,6.928272917111222284e+01
5.214089512625441358e+01,7.032346697425693094e+01
5.202577764334374422e+01,6.962355667980411056e+01
4.870751740923537909e+01,7.154506500513306833e+01
4.625326638362476217e+01,7.417834686290174773e+01
4.334448372562540186e+01,7.337505855715868108e+01
4.115202031688532713e+01,7.646691980502889407e+01
4.093977059116035377e+01,7.915807795411538450e+01
3.894963489680907998e+01,8.222230571373725638e+01
3.059770723267779857e+01,8.547572411043385898e+01
2.937845716646578964e+01,8.864666998621916605e+01
2.958458721744410980e+01,9.180358008039773665e+01
2.687518912313342412e+01,9.640233721915171827e+01
2.559082753863845028e+01,9.903497610355346126e+01
2.296261910809100826e+01,1.057543720859160885e+02
2.375286954320112187e+01,1.090201972721816048e+02
1.915982070731162068e+01,1.127262549129535785e+02
1.840342042162843228e+01,1.153200903014142114e+02
1.746023595848582488e+01,1.177666206266482760e+02
1.985614836220298329e+01,1.217450602182534993e+02
2.319533557625151943e+01,1.250335515454399342e+02
2.408194190414473823e+01,1.246036881802366736e+02
2.281462331024388490e+01,1.274442096329483434e+02
2.385336559479964080e+01,1.306654680107304500e+02
2.420862478131719442e+01,1.290154153635671435e+02
2.519688503664045598e+01,1.309260078003786418e+02
2.857162592044476312e+01,1.276664369508336989e+02
3.389018465505488820e+01,1.293186801337573684e+02
3.505382432117054492e+01,1.278211520289027447e+02
3.675525656404777664e+01,1.280662986593863764e+02
3.756780017983218301e+01,1.255489370324489471e+02
4.222218526658203785e+01,1.223929790714639978e+02
4.052061125182886769e+01,1.178060262294802385e+02
4.404789063411085692e+01,1.152883796570433077e+02
4.796563963738455527e+01,1.122919398659336139e+02
4.714440592891817516e+01,1.093457781019684631e+02
5.051098032966820739e+01,1.046292836486793760e+02
5.398231069514365288e+01,1.004608503175636969e+02
5.549046769414686509e+01,9.711931955699292018e+01
5.857295999116129082e+01,9.192834246561129419e+01
6.179500712774655824e+01,9.156283950747051392e+01
5.891064145574050315e+01,8.434432770091136433e+01
6.121472788803846754e+01,8.307942904743913459e+01
6.064776148343588602e+01,8.119921813419905732e+01
6.268391450102261331e+01,7.724673849799829384e+01
5.995769867611539183e+01,7.404521248578596726e+01
5.779387231557081606e+01,7.208034628933931742e+01
5.703252281889786701e+01,7.122535770130745902e+01
5.323248852249407292e+01,6.952311619266529874e+01
5.005373265567155983e+01,7.142164125892321636e+01
5.319534704458635588e+01,6.934141622507294755e+01
4.988609394333170144e+01,7.068830193845789722e+01
4.987063921107642983e+01,7.184991871897139504e+01
4.519132719471623005e+01,7.463165963112410850e+01
4.522400621279270894e+01,7.325756931428122698e+01
4.441902174413010584e+01,7.674611346041027105e+01
3.503543694204397241e+01,8.064172981877517543e+01
3.306407403294781489e+01,8.259614405680311222e+01
3.071777148353450571e+01,8.554522612632764833e+01
3.228667911934852697e+01,9.144540571416212060e+01
3.127462851320388637e+01,9.370433671328106584e+01
2.660013146296473607e+01,9.682791481075410900e+01
2.419618114226581085e+01,1.016495053626673268e+02
2.138045016557548195e+01,1.059243973021236940e+02
2.073033847699011289e+01,1.067810976606875641e+02
2.300622032747950030e+01,1.124947410354223649e+02
1.811055372180595668e+01,1.144695861662446674e+02
2.327523716967198908e+01,1.195137668444848629e+02
2.109878675329505526e+01,1.207550421626767445e+02
1.946818588408492445e+01,1.251281594196421594e+02
2.590905622298144095e+01,1.262454491243532999e+02
2.149761388226350789e+01,1.285856332606786623e+02
2.318242403355995052e+01,1.291940126731385021e+02
2.553528884956743283e+01,1.311185550097468138e+02
2.674669236305045317e+01,1.289447567645137838e+02
2.857963897374942164e+01,1.304742559452696753e+02
3.106171132525013334e+01,1.299587907932325663e+02
3.336018189603585427e+01,1.271620209242839081e+02
3.918302778958044996e+01,1.276482280917492176e+02
3.606543341796734836e+01,1.225902245899091128e+02
4.088070478254224582e+01,1.213472277515144100e+02
4.218816952272890575e+01,1.186984016896719538e+02
4.462000577227568243e+01,1.151416370351683724e+02
4.959071890979541308e+01,1.113734847143215489e+02
5.136298546911777407e+01,1.058898879155964607e+02
5.316959643617200015e+01,1.044000286414002829e+02
5.684235204614466852e+01,1.005214935523201945e+02
5.483977473992055707e+01,9.842114502525427611e+01
5.899553853964653882e+01,9.283969426705617423e+01
5.718985865085805642e+01,8.698861959825121914e+01
6.092872439287768316e+01,8.789195440604026999e+01
6.004171768527660902e+01,8.120796679845417998e+01
6.106923902462576592e+01,7.995730768396687438e+01
5.762204915009582606e+01,7.699067088754625843e+01
5.811529474255801375e+01,7.365780924498528748e+01
6.266920946467502063e+01,7.452193821675233210e+01
5.603896409613248863e+01,7.274253102536603421e+01
5.590779121139969732e+01,7.030412767363958437e+01
5.047077744876699512e+01,6.968885455515967919e+01
5.163361008238798178e+01,7.029256321546407094e+01
4.969175817428833852e+01,7.047480819857331369e+01
4.697350024788705980e+01,7.295790830955003514e+01
4.415983304142717714e+01,7.360795863017226281e+01
3.989133275005332990e+01,7.526288553989292041e+01
3.674754883548580153e+01,7.894630996859253003e+01
3.909269910040745799e+01,8.230984645470542205e+01
3.522464085424497426e+01,8.516833129575802275e+01
3.420773290480234152e+01,8.736897337746637504e+01
2.950683335568551868e+01,9.110685166946828417e+01
2.883250193526098215e+01,9.436866127373967572e+01
2.112304087011546372e+01,9.856332429116437766e+01
2.440017822034293005e+01,1.005807242071573171e+02
2.509828896839327683e+01,1.032806972094709295e+02
2.365664776135193392e+01,1.102511925770381680e+02
2.118317801827758018e+01,1.121417491399728732e+02
1.735991614284764140e+01,1.161953353846587049e+02
1.846309198783077932e+01,1.221735977956023760e+02
1.894176905790702392e+01,1.224635295407137363e+02
2.148778105352910472e+01,1.259555332483564172e+02
2.013717812810349983e+01,1.263960369400571011e+02
2.296059401096700370e+01,1.309100042102537884e+02
2.371594086343963426e+01,1.294149110843572714e+02
2.761636186699218953e+01,1.284424816842223152e+02
2.704371324192621628e+01,1.308663206811749831e+02
2.899944151561419403e+01,1.290095271124447436e+02
3.675026485899226714e+01,1.289350282169418733e+02
3.108249541529072602e+01,1.261074345763643976e+02
3.923476431366140105e+01,1.258840047886995706e+02
4.367758088642909797e+01,1.225797012658506588e+02
4.247841289283807953e+01,1.197503485691741645e+02
4.559601175929116579e+01,1.148424155036691729e+02
4.690045819526685733e+01,1.127857972370052266e+02
4.684438191501416071e+01,1.095804341767433812e+02
5.456053964828184633e+01,1.082332843128902056e+02
5.267421460284119661e+01,1.028072363071258337e+02
5.679732385832586772e+01,9.966327927912419682e+01
5.942638075143111820e+01,9.543709536362585766e+01
6.080579857394642573e+01,9.123904223660755974e+01
5.905617090360489385e+01,8.776372884697512688e+01
6.259665684236703243e+01,8.201716043237672693e+01
5.732701034313651434e+01,8.066404518693148873e+01
6.137856525926644480e+01,7.929161256069933472e+01
6.002421557700805010e+01,7.669302576236808022e+01
5.849349008854971999e+01,7.556298164161049158e+01
5.788005570458272331e+01,7.259585005767694099e+01
5.720729474910653067e+01,7.021999170832884829e+01
5.267672032654801484e+01,7.099969373091312264e+01
5.098995387995780959e+01,7.214505110289475454e+01
5.433513756240110126e+01,7.068112523034366745e+01
5.389248002172509189e+01,7.095563509316070849e+01
4.641574587124082996e+01,7.304742936114145380e+01
4.154916786181963317e+01,7.460723865992643766e+01
4.416607898544852162e+01,7.644330185262251121e+01
3.845966955609237203e+01,7.844913941122371170e+01
3.254808138474403734e+01,8.185217822888772332e+01
3.609639094955035432e+01,8.344822008522821477e+01
2.982585551422176806e+01,8.942088584356579872e+01
3.231975811870747606e+01,9.296417755239477287e+01
2.822070700322936787e+01,9.626379160603427465e+01
2.596592564692604910e+01,9.936704920091457893e+01
2.346218689322337525e+01,1.041629262107489211e+02
2.458997955263784974e+01,1.079954717546994374e+02
1.905766553387028139e+01,1.094643284496433040e+02
1.875205571406887373e+01,1.141663829898662357e+02
2.022619179136342993e+01,1.183880178019613254e+02
2.144630722983114168e+01,1.220993753485061006e+02
2.181232316619242440e+01,1.228915808631879685e+02
2.230192685328104929e+01,1.246972099691681137e+02
2.185817693731229738e+01,1.251199606235526858e+02
2.673776565664503835e+01,1.288047857479062372e+02
2.370911673342849824e+01,1.309019479889568061e+02
3.002240973781371380e+01,1.295950453515400511e+02
3.112615816329753216e+01,1.317175628565329077e+02
3.212927713596459256e+01,1.305689267006658838e+02
3.526728391072909119e+01,1.290804611311123722e+02
3.836166085801413317e+01,1.281239318625866872e+02
3.683954925618420617e+01,1.256384021005686833e+02
4.020168858870954409e+01,1.227159967676527685e+02
4.376843152611569820e+01,1.183390833958614508e+02
4.245289925540929232e+01,1.169780847142184257e+02
4.596005131036430669e+01,1.129093101592557673e+02
5.181043922165173399e+01,1.084272593717808348e+02
4.995400147294617454e+01,1.069447397684753867e+02
5.222087104743211938e+01,1.027316778790351322e+02
5.996012456339515495e+01,9.794790693350985578e+01
5.919961780830580977e+01,9.442335143797676267e+01
5.582543515433850700e+01,8.966857420315223237e+01
5.780144466091878286e+01,8.580640712075854992e+01
6.033057041638149798e+01,8.444246685175468770e+01
5.995188740692601925e+01,7.844083989005018509e+01
6.039312479674946843e+01,7.670421883748511505e+01
6.261030298000175520e+01,7.573808504746607184e+01
5.806728988626159094e+01,7.352245690403317724e+01
5.646417541012692709e+01,7.298197567134022279e+01
5.374680022593015849e+01,7.061512576519777440e+01
5.673089814591913438e+01,7.041753887949244017e+01
5.371316489983527731e+01,7.141500347829477846e+01
5.044219782061806256e+01,7.048289322343954666e+01
4.919843918814876815e+01,7.010414517072257468e+01
4.499773640830574095e+01,7.257448118547982574e+01
4.145667286346656510e+01,7.385235635196150383e+01
4.019775804816958953e+01,7.744343797252213335e+01
3.961209241601247300e+01,7.795017442863870372e+01
3.785383794277215941e+01,8.093034032003056666e+01
3.195438143859854918e+01,8.460787558858282864e+01
2.991498535749063947e+01,8.978815223020066583e+01
2.771977447416015750e+01,9.281353133822310042e+01
2.401664801934369464e+01,9.680654300628381748e+01
2.644333488571107083e+01,1.014501403558140851e+02
2.377564087629638223e+01,1.050642854972376483e+02
2.012476096912344303e+01,1.076818131884590315e+02
1.729800197499956838e+01,1.116388068242572587e+02
1.986886486020317832e+01,1.150731129161737556e+02
2.053542087988528664e+01,1.199299379150208580e+02
2.057611753581148406e+01,1.218964409908495838e+02
2.100343044366635326e+01,1.227671732507878346e+02
1.999138251189094007e+01,1.259836148633563653e+02
2.567404456638528387e+01,1.278906648031035473e+02
2.267457806266702747e+01,1.291272975374565135e+02
2.325320600144682714e+01,1.304881815644323808e+02
2.455332663787870118e+01,1.297307144390409803e+02
2.609016773075206075e+01,1.284826610569913896e+02
2.896991250411028673e+01,1.317174555140922791e+02
3.490194587444518248e+01,1.272047628919619058e+02
3.707777365121937407e+01,1.258953202051375229e+02
3.815491620014964269e+01,1.260122161638739158e+02
3.822898803594512174e+01,1.213927426939822141e+02
4.200008162142442103e+01,1.183097498372567884e+02
4.711302078570675178e+01,1.157713609512196058e+02
4.923890379053874256e+01,1.120180769793268354e+02
4.868149966935705208e+01,1.091166330243865730e+02
4.762676397903531011e+01,1.047431809801378790e+02
5.415552420814962886e+01,1.014072661708815275e+02
